age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,OperatingSystems,Browser,Region,TrafficType,Weekend
19,management,married,tertiary,no,2830,no,no,cellular,28,oct,201,1,3,4,1,3,FALSE
78,student,single,primary,no,5905,no,no,cellular,25,nov,102,2,3,2,6,4,FALSE
76,technician,married,secondary,no,119,no,no,telephone,15,jul,401,8,2,2,1,11,FALSE
46,admin.,single,tertiary,no,1693,yes,no,unknown,20,may,480,1,2,2,9,2,FALSE
61,technician,divorced,tertiary,no,1490,yes,no,unknown,20,nov,384,2,3,2,3,20,FALSE
57,admin.,single,tertiary,no,738,yes,no,telephone,17,may,1031,3,1,3,4,2,TRUE
84,management,divorced,secondary,no,4,yes,no,cellular,30,jul,61,2,2,5,1,2,FALSE
29,unemployed,single,secondary,no,327,no,no,cellular,18,jun,49,1,2,2,1,2,TRUE
79,management,married,secondary,no,74,no,no,unknown,5,jun,312,2,4,10,1,2,FALSE
59,management,married,tertiary,no,39,no,no,cellular,16,aug,663,2,2,1,2,2,FALSE
84,management,married,secondary,no,475,no,no,cellular,7,may,175,1,2,2,1,2,FALSE
64,services,married,secondary,no,1687,no,no,cellular,15,may,143,2,2,2,2,2,FALSE
48,services,married,secondary,no,238,yes,no,cellular,4,aug,91,3,3,5,5,5,FALSE
69,housemaid,married,primary,no,211,no,no,unknown,18,may,143,1,2,1,8,19,FALSE
84,retired,married,secondary,no,2306,yes,no,cellular,13,jan,125,2,2,1,1,10,TRUE
32,blue-collar,single,primary,no,6844,no,no,cellular,9,mar,98,5,2,2,1,4,FALSE
19,management,married,secondary,no,1789,yes,no,cellular,11,may,64,4,2,2,1,4,TRUE
33,housemaid,married,secondary,no,403,yes,no,unknown,18,may,138,1,1,2,1,3,FALSE
22,blue-collar,married,tertiary,no,0,yes,no,cellular,29,may,908,30,2,1,2,1,FALSE
61,admin.,single,secondary,no,3413,yes,no,unknown,20,jul,90,1,3,2,1,4,FALSE
85,admin.,single,secondary,no,400,yes,no,cellular,27,nov,220,2,1,4,9,1,FALSE
34,admin.,married,tertiary,no,1357,no,yes,cellular,2,jun,211,6,1,8,2,1,FALSE
62,management,single,primary,no,346,yes,no,cellular,11,jul,148,2,1,5,1,3,TRUE
55,admin.,married,secondary,no,359,yes,no,cellular,21,nov,275,1,1,10,9,3,FALSE
49,blue-collar,married,primary,no,1122,no,no,unknown,26,jul,341,6,2,2,7,2,TRUE
31,retired,single,secondary,no,1649,no,no,unknown,15,jun,258,31,3,2,1,2,FALSE
70,technician,married,primary,no,901,yes,no,cellular,13,may,298,2,2,1,3,1,TRUE
29,technician,married,secondary,no,822,no,no,cellular,13,jul,170,1,1,1,4,2,FALSE
54,technician,married,secondary,no,919,yes,yes,unknown,29,aug,523,1,2,1,4,1,FALSE
84,blue-collar,single,tertiary,no,202,yes,no,cellular,2,apr,115,1,3,1,1,1,FALSE
76,unemployed,married,secondary,no,328,no,no,cellular,7,apr,104,3,4,2,5,3,FALSE
61,technician,married,secondary,no,301,no,no,cellular,20,nov,50,2,3,1,3,2,FALSE
25,management,single,tertiary,no,0,no,yes,unknown,19,jun,65,2,2,2,1,2,FALSE
83,technician,single,tertiary,no,5914,no,no,unknown,30,aug,249,1,2,2,1,6,TRUE
38,technician,married,tertiary,no,169,yes,no,cellular,4,nov,213,3,1,2,1,9,FALSE
19,technician,married,secondary,no,2268,no,no,cellular,26,jul,75,2,1,2,1,4,FALSE
42,admin.,married,secondary,no,0,no,yes,cellular,9,may,93,1,1,2,7,1,FALSE
79,entrepreneur,single,secondary,no,220,no,yes,cellular,18,apr,246,7,3,2,1,3,FALSE
83,admin.,single,secondary,no,882,yes,no,unknown,20,may,72,2,2,2,1,3,FALSE
79,technician,married,secondary,no,2462,yes,no,cellular,6,aug,990,3,2,2,1,4,FALSE
45,technician,married,tertiary,no,0,yes,no,cellular,29,mar,642,4,1,6,4,4,FALSE
42,blue-collar,divorced,tertiary,no,187,no,no,unknown,4,sep,113,9,2,2,4,3,FALSE
76,housemaid,single,secondary,no,-674,no,no,cellular,7,may,377,2,2,2,7,2,FALSE
59,management,single,secondary,no,1,yes,no,cellular,11,may,339,1,3,2,1,4,FALSE
82,blue-collar,single,secondary,no,1228,no,no,cellular,30,may,422,1,3,10,1,1,FALSE
57,technician,married,secondary,no,2327,no,no,cellular,16,jan,20,4,1,1,9,3,FALSE
19,services,divorced,secondary,no,308,yes,no,cellular,19,apr,116,3,2,2,1,2,FALSE
84,management,single,secondary,no,4277,yes,no,cellular,7,aug,135,1,1,2,3,4,FALSE
81,technician,married,tertiary,no,2075,yes,no,unknown,10,may,245,15,2,1,7,2,FALSE
81,admin.,married,secondary,no,28,yes,no,unknown,12,jun,76,2,2,2,5,3,FALSE
55,management,married,secondary,no,-189,yes,no,cellular,17,jul,137,1,3,10,6,11,FALSE
45,blue-collar,single,primary,no,372,no,no,cellular,27,may,56,1,2,2,8,2,TRUE
81,blue-collar,single,primary,no,412,no,no,cellular,27,apr,270,1,1,2,1,3,FALSE
62,admin.,married,primary,no,3040,no,no,cellular,26,jul,263,2,2,10,4,2,TRUE
56,management,divorced,secondary,no,323,yes,yes,telephone,4,may,218,1,2,2,1,1,FALSE
41,blue-collar,married,secondary,no,4963,no,no,cellular,2,may,109,2,2,1,1,1,TRUE
59,management,single,secondary,yes,402,no,no,cellular,20,dec,99,3,4,10,6,2,TRUE
55,services,married,secondary,no,266,no,no,cellular,20,may,9,1,2,10,4,2,FALSE
57,services,single,tertiary,no,928,no,no,unknown,14,may,63,2,2,2,7,2,FALSE
48,technician,single,secondary,no,1153,yes,no,unknown,10,jan,435,1,2,2,1,2,TRUE
37,unknown,single,primary,no,493,yes,yes,cellular,20,may,143,1,1,1,1,3,FALSE
72,services,married,secondary,no,63,yes,no,cellular,19,aug,143,4,3,2,1,13,FALSE
85,technician,married,secondary,no,2207,yes,no,cellular,28,jun,123,1,2,2,1,2,TRUE
20,management,married,secondary,no,2008,yes,no,unknown,28,nov,152,1,2,2,3,11,TRUE
19,management,married,secondary,no,789,yes,no,unknown,18,may,633,1,2,2,9,8,FALSE
32,technician,married,unknown,no,83,yes,no,cellular,6,aug,466,2,3,1,4,3,FALSE
84,technician,married,secondary,no,8281,yes,no,cellular,7,jun,242,1,2,4,1,10,FALSE
77,admin.,married,secondary,no,1191,yes,no,cellular,10,jun,142,3,2,1,9,6,FALSE
76,services,married,primary,no,550,no,no,cellular,27,nov,408,1,3,2,1,2,FALSE
36,admin.,married,secondary,no,938,no,no,unknown,1,may,725,1,2,2,3,20,FALSE
35,blue-collar,married,secondary,no,1131,yes,yes,cellular,16,jun,288,4,1,2,3,2,TRUE
50,technician,married,tertiary,no,461,yes,no,unknown,9,may,674,1,2,2,3,2,FALSE
27,self-employed,married,tertiary,no,327,yes,no,cellular,31,aug,502,1,2,1,4,3,FALSE
44,blue-collar,married,tertiary,no,128,no,no,unknown,15,aug,500,9,4,2,1,2,FALSE
63,blue-collar,married,primary,no,-298,yes,no,telephone,29,may,14,3,3,5,4,13,TRUE
52,blue-collar,single,secondary,no,640,no,yes,unknown,8,may,86,2,2,2,3,2,FALSE
78,entrepreneur,married,secondary,no,231,no,no,unknown,4,may,81,2,3,2,9,10,FALSE
81,admin.,married,secondary,no,888,no,no,telephone,24,aug,66,2,2,4,2,3,TRUE
45,blue-collar,married,unknown,no,843,no,no,cellular,9,jun,132,1,6,2,1,2,FALSE
83,technician,married,secondary,no,-316,no,yes,cellular,13,may,100,1,3,2,3,1,FALSE
67,entrepreneur,single,secondary,no,56,no,no,cellular,15,apr,917,1,3,2,4,10,FALSE
19,technician,single,secondary,no,769,no,yes,cellular,13,aug,220,2,4,2,3,11,FALSE
79,management,married,primary,no,1,yes,no,cellular,22,may,78,2,1,2,1,2,FALSE
25,admin.,married,secondary,no,1089,no,no,telephone,21,may,231,31,2,2,1,5,FALSE
56,management,single,secondary,no,652,yes,no,cellular,31,apr,291,3,2,1,3,1,FALSE
60,management,married,primary,no,18,no,no,cellular,19,jun,450,2,1,2,2,2,FALSE
73,management,married,secondary,no,3574,yes,no,cellular,18,may,344,2,2,2,1,1,FALSE
84,admin.,single,secondary,no,10,yes,no,cellular,17,may,75,3,4,2,2,1,FALSE
19,blue-collar,single,tertiary,no,60,no,no,cellular,17,may,188,1,2,2,6,13,FALSE
24,housemaid,single,primary,no,237,no,no,cellular,30,mar,179,4,2,2,3,1,FALSE
30,admin.,single,secondary,no,2934,no,no,cellular,28,may,160,1,6,5,8,2,FALSE
23,blue-collar,married,secondary,no,281,no,yes,cellular,27,feb,52,1,2,2,1,8,FALSE
64,technician,married,tertiary,no,-363,yes,no,cellular,13,jun,223,2,2,2,9,4,FALSE
84,management,married,secondary,no,1608,no,no,cellular,15,may,541,1,2,2,1,2,FALSE
72,technician,single,tertiary,no,270,yes,no,cellular,6,nov,200,2,3,3,7,2,FALSE
35,services,single,secondary,no,3149,yes,no,cellular,6,jul,36,1,2,1,7,2,TRUE
68,blue-collar,married,tertiary,no,1043,no,no,unknown,17,may,207,12,2,2,1,2,FALSE
42,management,married,tertiary,no,5171,no,no,cellular,14,may,329,1,1,2,5,3,FALSE
80,blue-collar,divorced,secondary,no,252,yes,no,cellular,21,nov,229,1,2,2,1,2,TRUE
28,services,married,secondary,no,-110,no,no,unknown,20,may,150,1,3,2,1,3,FALSE
34,blue-collar,single,secondary,no,-45,no,no,cellular,12,jan,101,1,2,1,3,3,FALSE
20,technician,married,secondary,no,0,yes,no,cellular,29,may,1460,4,2,2,8,1,TRUE
80,technician,married,unknown,no,13448,no,no,cellular,15,may,597,2,2,1,9,3,TRUE
71,unemployed,married,secondary,no,518,yes,no,unknown,28,may,363,2,3,1,1,2,FALSE
84,management,married,secondary,no,42,yes,no,unknown,29,may,169,8,3,2,1,8,FALSE
27,services,single,secondary,no,654,yes,no,unknown,6,may,366,7,2,2,3,1,FALSE
25,management,married,secondary,no,607,yes,no,telephone,23,may,45,1,2,2,5,1,FALSE
68,blue-collar,married,secondary,no,-71,yes,no,cellular,4,dec,149,2,2,2,3,5,FALSE
42,technician,married,secondary,no,-404,no,yes,cellular,18,may,428,2,1,2,1,7,FALSE
71,management,married,primary,no,242,yes,yes,cellular,23,apr,175,4,1,2,1,2,FALSE
84,management,married,primary,no,367,no,no,telephone,9,may,301,2,2,2,1,4,FALSE
75,blue-collar,single,primary,no,1110,yes,no,cellular,6,apr,93,2,2,1,1,1,TRUE
62,retired,married,secondary,no,3307,no,no,cellular,26,jun,466,1,2,2,1,2,TRUE
20,technician,single,secondary,no,665,no,no,cellular,11,may,92,2,2,12,1,2,FALSE
34,management,single,tertiary,no,3399,no,no,unknown,11,jun,225,4,1,2,1,2,FALSE
46,student,married,secondary,no,-956,yes,no,cellular,13,may,154,1,2,2,1,10,FALSE
84,blue-collar,married,secondary,no,26,yes,no,cellular,24,may,75,1,3,2,6,2,FALSE
56,blue-collar,single,secondary,no,313,yes,no,cellular,11,may,276,3,1,5,7,2,FALSE
85,blue-collar,single,primary,no,258,yes,no,cellular,28,may,191,2,2,2,1,3,FALSE
81,management,married,primary,no,1484,yes,no,cellular,13,may,277,3,1,8,1,3,FALSE
73,admin.,divorced,tertiary,no,-5,yes,yes,cellular,19,nov,114,3,2,1,3,8,FALSE
41,technician,single,secondary,no,30,yes,no,unknown,31,nov,43,3,1,4,9,2,FALSE
84,management,married,secondary,no,1269,yes,no,unknown,19,jul,291,1,4,2,8,8,FALSE
47,admin.,single,tertiary,no,-27,no,no,unknown,28,may,96,2,4,6,1,13,TRUE
23,blue-collar,single,secondary,no,1,yes,no,cellular,8,feb,35,2,2,1,1,2,FALSE
78,blue-collar,single,primary,no,1044,yes,yes,cellular,10,sep,254,1,2,2,9,2,FALSE
23,admin.,single,primary,no,946,no,no,cellular,14,may,1438,6,1,2,4,2,FALSE
21,blue-collar,single,secondary,no,524,yes,no,unknown,6,may,391,2,3,2,1,3,FALSE
29,blue-collar,married,secondary,no,1239,yes,no,cellular,4,nov,100,9,4,4,1,20,FALSE
85,entrepreneur,married,tertiary,no,256,yes,no,cellular,5,may,216,1,2,2,3,6,TRUE
81,management,married,primary,no,161,no,no,cellular,15,may,1989,1,3,1,7,1,FALSE
58,blue-collar,married,tertiary,no,47,yes,no,cellular,20,aug,346,3,1,2,8,3,FALSE
84,management,divorced,unknown,no,59,no,no,cellular,5,jul,177,1,1,8,1,3,FALSE
55,retired,married,secondary,no,665,no,no,telephone,7,feb,57,1,1,1,3,2,FALSE
84,admin.,single,tertiary,no,277,no,no,cellular,28,nov,380,3,2,2,5,1,TRUE
84,housemaid,single,secondary,no,753,yes,yes,cellular,30,may,357,2,3,2,9,2,FALSE
44,management,married,secondary,no,474,no,no,cellular,19,may,348,2,2,1,3,2,FALSE
48,self-employed,married,tertiary,no,297,yes,no,cellular,9,jul,205,1,2,2,3,1,FALSE
51,management,married,secondary,yes,1988,yes,no,cellular,18,jul,26,3,1,4,7,4,FALSE
37,admin.,married,primary,no,65,no,no,telephone,27,nov,76,3,3,2,1,2,FALSE
27,services,married,tertiary,no,284,yes,no,cellular,17,apr,57,2,1,1,7,2,TRUE
76,retired,single,secondary,no,-94,yes,yes,unknown,7,oct,139,2,2,2,1,3,FALSE
84,technician,single,primary,no,211,yes,no,unknown,20,jun,164,1,2,13,2,3,FALSE
74,technician,single,tertiary,no,575,no,no,cellular,9,jan,238,2,2,1,3,2,FALSE
24,technician,married,unknown,no,-178,no,no,cellular,12,jul,100,2,2,2,2,13,TRUE
47,blue-collar,married,tertiary,no,1379,no,no,cellular,25,aug,147,2,2,2,6,4,FALSE
19,entrepreneur,married,secondary,no,362,no,no,cellular,10,aug,324,1,2,1,2,3,FALSE
54,management,married,secondary,no,144,yes,no,cellular,16,jul,970,3,3,2,1,2,FALSE
72,retired,single,tertiary,no,232,yes,no,cellular,5,may,181,8,2,1,7,2,FALSE
43,admin.,married,secondary,no,195,yes,no,cellular,8,feb,188,4,1,1,5,1,FALSE
71,technician,married,primary,no,6912,yes,no,cellular,3,feb,205,3,1,2,3,8,FALSE
26,entrepreneur,married,secondary,no,279,no,no,unknown,19,may,139,2,1,2,3,2,FALSE
55,admin.,single,secondary,no,1889,yes,no,cellular,20,may,137,3,3,1,3,10,TRUE
34,admin.,married,secondary,no,9847,yes,no,unknown,9,apr,42,1,2,4,3,2,FALSE
44,technician,single,primary,no,197,yes,no,cellular,11,may,98,6,2,2,6,4,TRUE
39,blue-collar,divorced,tertiary,no,181,no,no,cellular,30,jul,54,4,1,6,1,3,FALSE
29,management,married,secondary,no,-430,no,no,cellular,27,apr,145,2,3,2,9,1,FALSE
55,management,married,primary,no,1208,no,no,unknown,26,may,72,1,2,4,1,2,FALSE
84,self-employed,single,tertiary,no,190,yes,no,unknown,5,apr,266,1,2,2,9,10,TRUE
36,technician,married,secondary,no,-13,yes,no,unknown,3,may,174,2,3,5,1,10,FALSE
24,management,married,primary,no,200,yes,no,cellular,22,may,101,1,1,1,6,1,FALSE
19,blue-collar,married,secondary,no,167,no,no,telephone,7,jun,298,1,3,6,8,2,FALSE
77,technician,single,secondary,no,1420,no,no,cellular,28,jul,40,3,3,2,2,11,TRUE
71,management,single,tertiary,no,90,yes,no,unknown,22,jul,19,7,3,1,3,2,FALSE
38,management,married,tertiary,no,3056,no,no,unknown,29,may,72,1,2,2,1,2,FALSE
59,blue-collar,single,secondary,no,-178,yes,no,cellular,20,nov,79,4,3,2,1,2,FALSE
79,admin.,married,secondary,no,795,yes,no,cellular,10,may,108,1,3,2,1,3,TRUE
50,management,married,secondary,no,1533,yes,no,cellular,6,may,82,5,2,2,8,1,FALSE
84,blue-collar,married,primary,no,45,yes,no,cellular,4,aug,36,2,2,2,1,2,FALSE
81,blue-collar,married,primary,no,2988,yes,no,telephone,18,may,651,7,2,1,1,2,FALSE
84,management,married,secondary,no,3120,yes,no,cellular,11,aug,404,2,2,2,1,11,FALSE
33,housemaid,married,secondary,no,717,no,no,cellular,11,apr,150,2,2,2,4,4,TRUE
27,student,divorced,tertiary,no,1668,yes,no,cellular,28,may,366,4,2,10,6,1,FALSE
32,blue-collar,married,tertiary,no,50,no,no,cellular,7,may,174,2,3,4,4,2,FALSE
57,management,single,secondary,no,-225,yes,no,cellular,23,jul,237,1,2,1,1,10,FALSE
19,management,single,secondary,no,342,no,no,unknown,19,may,207,2,3,3,6,2,FALSE
45,self-employed,married,secondary,no,5186,no,no,unknown,3,jun,103,3,3,2,4,10,TRUE
45,services,single,tertiary,no,1964,yes,no,unknown,23,may,228,1,4,2,3,1,FALSE
75,management,single,tertiary,no,3452,no,no,cellular,27,aug,106,3,1,1,1,1,FALSE
55,technician,married,primary,no,732,no,no,cellular,22,jul,254,3,1,12,6,1,TRUE
84,blue-collar,married,secondary,no,519,yes,no,unknown,31,dec,24,1,2,2,3,8,TRUE
29,technician,divorced,tertiary,no,4,yes,no,cellular,15,aug,221,2,2,2,1,7,FALSE
32,services,single,secondary,no,792,no,no,cellular,13,jul,146,4,2,4,1,1,FALSE
84,management,married,tertiary,no,438,yes,no,cellular,5,nov,121,1,2,2,2,4,TRUE
30,technician,married,secondary,no,5340,yes,no,cellular,15,aug,223,1,3,1,5,1,FALSE
59,services,single,secondary,no,963,no,no,unknown,27,feb,113,12,1,13,1,1,FALSE
35,blue-collar,divorced,primary,no,875,yes,no,cellular,17,may,111,1,3,2,1,13,FALSE
23,blue-collar,married,secondary,no,26,no,yes,cellular,15,may,84,2,1,2,4,13,FALSE
42,technician,married,secondary,no,176,no,no,cellular,24,nov,326,1,2,2,7,3,TRUE
74,admin.,divorced,tertiary,no,783,no,no,cellular,2,feb,48,1,2,2,3,1,FALSE
85,admin.,single,secondary,no,85,yes,no,cellular,3,jul,418,1,1,4,4,13,FALSE
37,services,married,primary,no,0,yes,no,cellular,20,jun,1349,1,1,3,7,10,FALSE
45,management,married,secondary,no,1051,no,no,cellular,30,feb,412,8,2,4,4,2,TRUE
83,technician,married,tertiary,no,-222,yes,no,unknown,27,may,961,2,2,2,1,2,FALSE
84,services,married,secondary,no,111,no,no,telephone,9,may,210,9,1,2,6,2,FALSE
35,services,married,primary,no,1068,yes,no,cellular,5,feb,646,2,1,13,3,11,FALSE
83,technician,married,tertiary,no,9260,yes,no,cellular,5,may,18,1,3,2,3,1,FALSE
81,student,single,secondary,no,1580,no,yes,unknown,12,may,94,2,3,2,1,2,TRUE
57,technician,married,secondary,no,798,no,no,telephone,15,jun,1194,3,5,2,1,3,TRUE
21,blue-collar,married,secondary,no,1762,yes,no,cellular,20,aug,322,3,2,2,4,10,TRUE
42,admin.,married,unknown,no,2662,yes,yes,unknown,15,may,95,1,3,2,9,1,TRUE
82,blue-collar,married,tertiary,no,443,no,no,cellular,7,may,152,1,2,1,1,2,FALSE
19,management,married,secondary,no,659,yes,no,cellular,12,apr,59,1,2,2,1,3,FALSE
56,management,married,tertiary,no,3724,yes,no,telephone,17,may,440,3,3,5,6,1,FALSE
84,technician,married,tertiary,no,299,no,no,unknown,3,may,375,2,2,2,1,3,FALSE
26,blue-collar,married,secondary,no,-331,yes,no,cellular,17,may,297,1,2,2,1,2,FALSE
27,technician,married,tertiary,no,21,yes,no,telephone,27,may,301,1,2,1,3,13,TRUE
49,admin.,married,tertiary,no,-32,yes,no,cellular,27,nov,138,3,2,2,1,4,FALSE
57,management,married,secondary,no,218,no,no,cellular,25,jun,333,2,1,2,4,2,FALSE
38,management,married,secondary,no,4051,no,yes,cellular,20,aug,206,1,2,2,2,2,FALSE
55,self-employed,married,tertiary,no,1280,yes,no,cellular,9,nov,464,2,2,1,3,4,TRUE
19,student,married,tertiary,no,168,yes,no,cellular,9,sep,176,9,3,2,1,3,TRUE
19,entrepreneur,single,primary,no,17,yes,no,unknown,6,nov,262,3,2,2,1,6,FALSE
62,management,married,secondary,no,-36,yes,no,unknown,23,apr,252,3,2,2,1,3,FALSE
64,blue-collar,married,secondary,no,1,yes,no,cellular,16,jul,89,4,1,6,1,4,FALSE
49,services,single,secondary,no,1,no,no,unknown,18,aug,415,2,1,1,1,11,TRUE
84,admin.,single,secondary,yes,3151,no,no,cellular,27,may,80,1,2,2,1,2,FALSE
64,services,married,secondary,no,50,yes,no,cellular,21,aug,282,1,3,2,4,2,FALSE
58,blue-collar,divorced,secondary,no,17,yes,no,cellular,16,may,167,2,2,2,1,3,FALSE
30,blue-collar,single,secondary,no,407,yes,no,unknown,21,may,57,1,3,10,1,4,FALSE
83,management,married,tertiary,no,697,no,no,cellular,24,jul,180,3,2,1,1,2,TRUE
29,student,divorced,secondary,no,74,yes,yes,telephone,20,jul,439,1,1,5,1,2,FALSE
84,entrepreneur,divorced,tertiary,no,506,no,no,cellular,18,jul,118,2,2,2,7,3,FALSE
84,technician,married,tertiary,no,925,yes,no,cellular,6,apr,5,2,2,2,1,3,FALSE
20,blue-collar,married,tertiary,no,-637,yes,no,unknown,1,aug,680,1,2,2,4,3,FALSE
41,technician,married,tertiary,no,3212,no,no,cellular,9,jun,504,4,1,1,4,6,FALSE
35,entrepreneur,married,primary,no,0,yes,no,cellular,29,jun,105,1,2,2,4,14,FALSE
31,technician,married,unknown,no,2174,no,no,cellular,27,jun,23,3,2,7,1,2,FALSE
39,admin.,married,secondary,no,1038,no,no,cellular,29,nov,167,1,2,10,1,2,FALSE
52,management,married,secondary,no,3653,yes,no,cellular,28,aug,99,4,3,2,1,4,FALSE
65,blue-collar,single,tertiary,no,109,yes,no,cellular,6,jun,87,1,4,2,1,2,TRUE
19,retired,married,primary,no,100,no,no,cellular,15,may,62,4,1,7,1,11,TRUE
84,blue-collar,married,primary,no,4857,yes,no,cellular,9,may,109,1,2,2,7,4,FALSE
21,admin.,married,secondary,no,744,no,no,cellular,6,oct,481,1,2,1,7,13,TRUE
84,management,single,tertiary,no,7497,yes,no,unknown,2,may,584,4,2,2,5,1,FALSE
24,management,married,secondary,no,909,yes,no,unknown,23,aug,157,3,2,2,1,4,FALSE
69,management,married,secondary,no,6290,yes,yes,unknown,11,may,169,1,2,2,7,4,FALSE
75,management,married,secondary,no,5281,yes,no,cellular,24,jul,247,1,3,1,1,2,TRUE
36,management,married,tertiary,no,1064,no,no,cellular,13,jul,1003,2,1,2,9,2,TRUE
77,services,divorced,secondary,no,354,yes,no,cellular,5,may,204,1,2,6,1,13,TRUE
68,services,married,tertiary,no,449,yes,no,cellular,9,jul,133,1,2,2,2,2,FALSE
31,blue-collar,single,secondary,no,1227,yes,no,cellular,26,feb,254,1,1,1,8,5,FALSE
84,retired,married,secondary,no,-182,yes,no,cellular,8,feb,266,1,1,2,6,10,FALSE
84,housemaid,married,tertiary,no,2683,yes,no,cellular,16,nov,204,2,2,1,3,3,TRUE
36,unemployed,married,primary,no,27,yes,no,cellular,17,may,120,4,1,1,3,4,FALSE
53,blue-collar,married,secondary,no,-802,no,no,unknown,26,may,149,1,1,4,1,1,TRUE
81,management,married,primary,no,7561,no,no,unknown,20,aug,19,2,3,2,1,1,FALSE
44,unknown,married,secondary,no,87,no,no,unknown,26,jun,358,7,4,2,7,10,TRUE
79,management,married,tertiary,no,867,yes,no,unknown,14,may,96,1,2,2,6,3,FALSE
31,admin.,married,tertiary,no,222,no,no,unknown,17,may,44,2,3,2,7,2,TRUE
19,student,married,secondary,no,541,no,no,unknown,28,jan,251,1,3,2,2,1,TRUE
26,services,married,secondary,no,35,yes,yes,cellular,21,jun,297,8,3,1,1,2,TRUE
55,services,married,tertiary,no,7058,yes,no,cellular,4,may,35,5,3,12,9,6,FALSE
45,technician,married,secondary,no,735,yes,no,unknown,6,feb,153,1,3,1,1,2,FALSE
46,blue-collar,married,secondary,no,200,yes,no,cellular,2,jul,51,8,7,2,3,3,FALSE
21,services,single,tertiary,no,-52,no,no,cellular,12,apr,744,2,2,2,4,11,FALSE
19,blue-collar,married,secondary,no,1655,yes,no,unknown,28,jan,79,2,1,2,1,5,FALSE
67,admin.,married,secondary,no,825,yes,yes,cellular,18,may,177,3,1,2,1,3,FALSE
33,blue-collar,married,secondary,no,9362,yes,no,unknown,6,nov,94,1,4,2,7,2,FALSE
60,admin.,married,secondary,no,1246,no,no,cellular,14,jul,136,3,3,2,1,1,FALSE
84,admin.,married,primary,no,516,yes,no,cellular,12,may,243,2,3,2,2,2,FALSE
84,management,single,tertiary,no,302,yes,yes,cellular,13,jan,124,2,1,2,4,1,TRUE
43,technician,married,secondary,no,74,no,no,cellular,11,jun,179,5,2,1,1,2,FALSE
57,blue-collar,married,secondary,no,5132,no,no,cellular,11,jul,176,1,2,2,1,1,TRUE
84,technician,divorced,secondary,no,63,yes,no,unknown,13,may,794,2,2,2,4,2,FALSE
40,retired,married,tertiary,no,506,no,no,cellular,15,jun,271,1,6,4,5,13,FALSE
34,services,single,secondary,no,3343,yes,no,cellular,31,may,76,9,2,2,1,1,FALSE
55,management,married,secondary,no,644,no,no,cellular,15,jul,5,8,1,2,7,1,TRUE
60,self-employed,single,secondary,no,2924,yes,no,cellular,6,aug,705,1,2,2,9,3,FALSE
47,blue-collar,married,secondary,no,-134,no,no,cellular,28,oct,258,3,1,2,3,2,FALSE
21,admin.,married,secondary,yes,-128,no,no,unknown,21,jul,210,1,3,1,1,2,TRUE
66,management,married,tertiary,no,3256,yes,no,cellular,15,may,2173,1,2,4,1,15,FALSE
84,services,married,primary,no,125,yes,no,cellular,7,jul,321,4,3,2,9,2,FALSE
84,technician,married,secondary,no,35,yes,no,cellular,7,mar,52,14,2,2,1,6,FALSE
62,unknown,married,secondary,no,2496,yes,no,cellular,18,may,140,1,2,1,7,1,TRUE
29,admin.,single,tertiary,no,4316,no,no,unknown,19,aug,632,2,2,1,1,11,TRUE
49,management,single,tertiary,no,368,yes,yes,telephone,3,jun,121,1,2,2,1,1,FALSE
61,admin.,married,tertiary,no,122,yes,no,unknown,17,feb,104,1,3,4,1,1,TRUE
43,blue-collar,married,secondary,no,280,yes,no,cellular,20,may,120,2,4,2,3,1,FALSE
22,services,single,tertiary,no,150,no,no,unknown,29,feb,394,4,2,2,7,1,FALSE
19,management,divorced,secondary,no,851,no,yes,unknown,20,may,363,1,3,1,1,1,FALSE
75,technician,married,tertiary,no,-22,yes,yes,unknown,12,may,484,2,2,1,2,10,FALSE
25,blue-collar,single,secondary,no,5,yes,no,cellular,15,jan,439,2,1,2,2,2,FALSE
59,technician,married,secondary,no,1119,yes,no,cellular,17,jun,170,1,2,1,3,4,TRUE
36,admin.,single,tertiary,no,46,no,no,telephone,17,jul,178,1,2,2,1,10,FALSE
71,blue-collar,single,secondary,no,1,yes,no,cellular,19,jun,183,1,1,1,1,2,FALSE
19,admin.,single,secondary,no,41,yes,no,telephone,15,aug,377,2,2,2,9,10,FALSE
84,services,single,tertiary,no,451,no,no,cellular,15,may,67,3,3,4,4,1,FALSE
61,admin.,married,tertiary,no,7218,yes,no,unknown,4,nov,285,1,4,10,1,11,FALSE
43,blue-collar,married,tertiary,no,4108,no,no,unknown,30,dec,893,1,3,2,3,3,FALSE
84,management,married,secondary,no,116,yes,no,cellular,29,may,251,2,1,2,2,4,FALSE
84,unemployed,single,tertiary,no,4621,yes,no,cellular,29,aug,105,1,1,6,4,2,TRUE
34,entrepreneur,single,secondary,no,-442,no,no,unknown,15,nov,667,5,2,1,9,2,FALSE
33,services,single,secondary,no,0,no,no,cellular,20,jul,102,7,1,1,3,13,FALSE
67,services,married,secondary,no,0,yes,no,cellular,2,jul,453,1,2,1,7,6,FALSE
51,management,married,tertiary,no,2015,no,no,telephone,7,may,1177,14,3,10,1,4,FALSE
33,retired,married,primary,no,198,no,no,telephone,19,may,194,1,1,3,1,1,FALSE
47,technician,married,tertiary,no,461,yes,no,cellular,30,jul,460,2,4,2,3,2,FALSE
